1 -> CELULAR_MOTOG6 -> 14-> 1->1168.00 
3 -> CELULAR_MOTOG6 -> 46-> 1->4230.00 
12 -> CELULAR_MOTOG6 -> 64-> 1->5850.00 
13 -> MOUSE_GENIUS -> 93-> 1->8460.00 
14 -> MOUSE_GENIUS -> 69-> 1->6300.00 
15 -> TV_LG_54 -> 88-> 1->8010.00 
16 -> TECLADO_ESP -> 45-> 1->4140.00 
20 -> MOUSE_GENIUS -> 63-> 1->5760.00 
23 -> TECLADO_ESP -> 88-> 1->8010.00 
27 -> NOTEBOOK_HP -> 15-> 1->1245.00 
29 -> NOTEBOOK_HP -> 42-> 1->3324.00 
34 -> CELULAR_MOTOG5 -> 59-> 1->5400.00 
35 -> TV_LG_54 -> 28-> 1->2246.00 
38 -> CELULAR_MOTOG5 -> 92-> 1->8370.00 
49 -> CELULAR_MOTOG6 -> 87-> 1->7920.00 
50 -> CELULAR_MOTOG6 -> 19-> 1->1553.00 
51 -> TV_LG_54 -> 77-> 1->7020.00 
52 -> CELULAR_MOTOG5 -> 87-> 1->7920.00 
53 -> MOUSE_GENIUS -> 16-> 1->1322.00 
58 -> TECLADO_ESP -> 21-> 1->1707.00 
59 -> TECLADO_ESP -> 42-> 1->3324.00 
60 -> TECLADO_ESP -> 35-> 1->2785.00 
61 -> MOUSE_GENIUS -> 98-> 1->8910.00 
65 -> CELULAR_MOTOG5 -> 63-> 1->5760.00 
67 -> CELULAR_MOTOG6 -> 34-> 1->2708.00 
74 -> NOTEBOOK_HP -> 80-> 1->7290.00 
76 -> MONITOR_SAMSUNG_24 -> 17-> 1->1399.00 
82 -> CELULAR_MOTOG6 -> 101-> 1->9180.00 
90 -> MOUSE_GENIUS -> 50-> 1->4590.00 
95 -> CELULAR_MOTOG6 -> 48-> 1->4410.00 
96 -> CELULAR_MOTOG6 -> 58-> 1->5310.00 
98 -> NOTEBOOK_HP -> 83-> 1->7560.00 
101 -> TV_LG_54 -> 23-> 1->1861.00 
104 -> MONITOR_SAMSUNG_24 -> 44-> 1->3478.00 
105 -> MOUSE_GENIUS -> 95-> 1->8640.00 
107 -> MOUSE_GENIUS -> 22-> 1->1784.00 
112 -> CELULAR_MOTOG5 -> 31-> 1->2477.00 
117 -> MONITOR_SAMSUNG_24 -> 45-> 1->4140.00 
118 -> CELULAR_MOTOG5 -> 29-> 1->2323.00 
119 -> CELULAR_MOTOG6 -> 24-> 1->1938.00 
121 -> MONITOR_SAMSUNG_24 -> 69-> 1->6300.00 
123 -> TECLADO_ESP -> 71-> 1->6480.00 
126 -> CELULAR_MOTOG5 -> 16-> 1->1322.00 
129 -> MONITOR_SAMSUNG_24 -> 16-> 1->1322.00 
133 -> MONITOR_SAMSUNG_24 -> 26-> 1->2092.00 
137 -> NOTEBOOK_HP -> 12-> 1->1014.00 
138 -> MOUSE_GENIUS -> 28-> 1->2246.00 
139 -> MOUSE_GENIUS -> 80-> 1->7290.00 
143 -> MOUSE_GENIUS -> 88-> 1->8010.00 
144 -> CELULAR_MOTOG5 -> 107-> 1->9720.00 
146 -> TV_LG_54 -> 66-> 1->6030.00 
147 -> MOUSE_GENIUS -> 10-> 1->860.00 
148 -> TECLADO_ESP -> 72-> 1->6570.00 
151 -> CELULAR_MOTOG6 -> 53-> 1->4860.00 
153 -> MOUSE_GENIUS -> 99-> 1->9000.00 
154 -> TECLADO_ESP -> 79-> 1->7200.00 
156 -> NOTEBOOK_HP -> 71-> 1->6480.00 
159 -> CELULAR_MOTOG5 -> 17-> 1->1399.00 
162 -> TECLADO_ESP -> 98-> 1->8910.00 
167 -> MONITOR_SAMSUNG_24 -> 101-> 1->9180.00 
169 -> TECLADO_ESP -> 38-> 1->3016.00 
170 -> TV_LG_54 -> 12-> 1->1014.00 
171 -> MOUSE_GENIUS -> 30-> 1->2400.00 
172 -> TECLADO_ESP -> 91-> 1->8280.00 
173 -> NOTEBOOK_HP -> 63-> 1->5760.00 
177 -> MOUSE_GENIUS -> 87-> 1->7920.00 
178 -> CELULAR_MOTOG5 -> 89-> 1->8100.00 
181 -> TV_LG_54 -> 48-> 1->4410.00 
184 -> NOTEBOOK_HP -> 14-> 1->1168.00 
186 -> MOUSE_GENIUS -> 43-> 1->3401.00 
188 -> TV_LG_54 -> 74-> 1->6750.00 
189 -> MOUSE_GENIUS -> 107-> 1->9720.00 
192 -> MONITOR_SAMSUNG_24 -> 82-> 1->7470.00 
194 -> MONITOR_SAMSUNG_24 -> 54-> 1->4950.00 
195 -> MONITOR_SAMSUNG_24 -> 64-> 1->5850.00 
197 -> CELULAR_MOTOG5 -> 15-> 1->1245.00 
206 -> CELULAR_MOTOG6 -> 22-> 1->1784.00 
208 -> MOUSE_GENIUS -> 33-> 1->2631.00 
212 -> TECLADO_ESP -> 107-> 1->9720.00 
213 -> TV_LG_54 -> 66-> 1->6030.00 
219 -> NOTEBOOK_HP -> 27-> 1->2169.00 
220 -> MOUSE_GENIUS -> 15-> 1->1245.00 
223 -> MONITOR_SAMSUNG_24 -> 47-> 1->4320.00 
224 -> TECLADO_ESP -> 22-> 1->1784.00 
232 -> CELULAR_MOTOG6 -> 83-> 1->7560.00 
236 -> MONITOR_SAMSUNG_24 -> 85-> 1->7740.00 
237 -> MOUSE_GENIUS -> 57-> 1->5220.00 
243 -> NOTEBOOK_HP -> 52-> 1->4770.00 
252 -> CELULAR_MOTOG5 -> 57-> 1->5220.00 
258 -> MOUSE_GENIUS -> 46-> 1->4230.00 
260 -> TECLADO_ESP -> 11-> 1->937.00 
264 -> NOTEBOOK_HP -> 64-> 1->5850.00 
